query_id,query,predicted_code,predicted_label,gold_codes,graph_relationship,graph_matched_gold_code,graph_shared_parent_code,graph_prediction_found,graph_gold_found,note
240,Common variable immunodeficiency,MONDO:0015517,common variable immunodeficiency,Orphanet:1572,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
241,Adrenogenital disorders,MONDO:0015898,adrenogenital syndrome,Orphanet:181412,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
242,Sickle cell disorders,EFO:0700066,sickle cell disease and related diseases,Orphanet:232,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
243,Congenital malformations of great veins,MONDO:0024287,congenital vascular malformation,Orphanet:363189,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
244,Huntington s disease,MONDO:0007739,Huntington disease,Orphanet:399,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
245,Cystic fibrosis,MONDO:0009061,cystic fibrosis,Orphanet:586,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
246,Hypertrichosis,MONDO:0019280,hypertrichosis,Orphanet:79365,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
247,Sarcoidosis,MONDO:0019338,sarcoidosis,Orphanet:797,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
248,Turner s syndrome,MONDO:0019499,Turner syndrome,Orphanet:881,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
249,Congenital malformations of great arteries,MONDO:0020292,congenital anomaly of the great arteries,Orphanet:98724,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
250,Hereditary factor VIII deficiency,MONDO:0010602,hemophilia A,Orphanet:98878,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
251,Hereditary factor IX deficiency,MONDO:0010604,hemophilia B,Orphanet:98879,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
252,Keratitis,EFO:0009449,keratitis,EFO:0009449,Same,EFO:0009449,,True,True,
253,Conjunctivitis,EFO:0009450,conjunctivitis,EFO:0009450,Same,EFO:0009450,,True,True,
254,Hypoparathyroidism,EFO:0009451,hypoparathyroidism,EFO:0009451,Same,EFO:0009451,,True,True,
255,Hyperaldosteronism,EFO:0009452,hyperaldosteronism,EFO:0009452,Same,EFO:0009452,,True,True,
256,Hemiplegia,EFO:0009453,hemiplegia,EFO:0009453,Same,EFO:0009453,,True,True,
257,Gastric ulcer,EFO:0009454,gastric ulcer,EFO:0009454,Same,EFO:0009454,,True,True,
258,Disorders of lacrimal system,EFO:0009455,lacrimal apparatus disease,EFO:0009455,Same,EFO:0009455,,True,True,
259,Exfoliative dermatitis,EFO:0009456,exfoliative dermatitis,EFO:0009456,Same,EFO:0009456,,True,True,
260,Apocrine sweat disorders,EFO:1002046,apocrine sweat gland disease,EFO:1002046,Same,EFO:1002046,,True,True,
261,Spotted fever,EFO:1002047,spotted fever,EFO:1002047,Same,EFO:1002047,,True,True,
262,Unspecified nephritic syndrome,EFO:1002050,nephritis,EFO:1002050,Same,EFO:1002050,,True,True,
263,Facial nerve disorders,EFO:1002051,facial nerve disease,EFO:1002051,Same,EFO:1002051,,True,True,
264,Essential primary hypertension,MONDO:0001134,essential hypertension,EFO:1002032,Unrelated,,,True,True,
265,Unspecified jaundice,HP:0000952,Jaundice,HP:0000952,Same,HP:0000952,,True,True,
266,Iridocyclitis,HP:0001094,Iridocyclitis,HP:0001094,Same,HP:0001094,,True,True,
267,Hepatic failure,MONDO:0100192,liver failure,HP:0001399,Unrelated,,,True,True,
268,Umbilical hernia,HP:0001537,Umbilical hernia,HP:0001537,Same,HP:0001537,,True,True,
269,Polyhydramnios,HP:0001561,Polyhydramnios,HP:0001561,Same,HP:0001561,,True,True,
270,cardiac arrest,EFO:0009492,cardiac arrest,EFO:0009492,Same,EFO:0009492,,True,True,
271,Abnormality of red blood cells,HP:0001877,Abnormal erythrocyte morphology,HP:0001877,Same,HP:0001877,,True,True,
272,Hypothermia,HP:0002045,Hypothermia,HP:0002045,Same,HP:0002045,,True,True,
273,Lymphadenopathy,HP:0002716,Lymphadenopathy,HP:0002716,Same,HP:0002716,,True,True,
274,Abnormal findings in cerebrospinal fluid,HP:0002921,Abnormal cerebrospinal fluid morphology,HP:0002921,Same,HP:0002921,,True,True,
275,Glycosuria,HP:0003076,Glycosuria,HP:0003076,Same,HP:0003076,,True,True,
276,Abnormality of glycoprotein metabolism,MONDO:0045010,glycoprotein metabolism disease,HP:0004367,Unrelated,,,True,True,
277,Abnormality of glycosaminoglycan metabolism,HP:0004371,Abnormality of glycosaminoglycan metabolism,HP:0004371,Same,HP:0004371,,True,True,
278,Congenital septal defect,MONDO:0002078,heart septal defect,HP:0001671,Unrelated,,,True,True,
279,Paroxysmal tachycardia,EFO:0009493,paroxysmal tachycardia,EFO:0009493,Same,EFO:0009493,,True,True,
280,Congenital malformations of anterior segment of eye,HP:0004328,Abnormal anterior eye segment morphology,HP:0007700,More General,HP:0007700,,True,True,
281,Gynecomastia,HP:0000771,Gynecomastia,HP:0010313,Sibling,HP:0010313,HP:0000769,True,True,
282,Polydactyly,MONDO:0021003,polydactyly,Orphanet:2913,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
283,Mixed and other personality disorders,MONDO:0002028,personality disorder,HP:0012075,Unrelated,,,True,True,
284,Acquired pure red cell aplasia,MONDO:0001705,pure red-cell aplasia,HP:0012410,Unrelated,,,True,True,
285,Chorioretinitis,MONDO:0004674,chorioretinitis,HP:0012424,Unrelated,,,True,True,
286,Congenital malformations of larynx,HP:0001600,Abnormality of the larynx,HP:0025423,More General,HP:0025423,,True,True,
287,Portal vein thrombosis,HP:0030242,Portal vein thrombosis,HP:0030242,Same,HP:0030242,,True,True,
288,Other congenital malformations of ear,MONDO:0007500,ear malformation,HP:0031703,Unrelated,,,True,True,
289,Eclampsia,HP:0100601,Eclampsia,HP:0100601,Same,HP:0100601,,True,True,
290,Other mosquito borne viral fevers,EFO:1001269,Arbovirus Infections,EFO:0009575,Sibling,EFO:0009575,EFO:0000763,True,True,
291,Fistulae involving female genital tract,EFO:0009524,female genital tract fistula,EFO:0009524,Same,EFO:0009524,,True,True,
292,Multiple gestation,EFO:0009576,multiple gestation,EFO:0009576,Same,EFO:0009576,,True,True,
293,Postpartum haemorrhage,EFO:0009579,postpartum hemorrhage,EFO:0009579,Same,EFO:0009579,,True,True,
294,Retained placenta and membranes without haemorrhage,EFO:0009578,placental retention,EFO:0009578,Same,EFO:0009578,,True,True,
295,Faecal incontinence,EFO:0009523,fecal incontinence,EFO:0009523,Same,EFO:0009523,,True,True,
296,Disturbances of skin sensation,EFO:0009522,disturbance of skin sensation,EFO:0009522,Same,EFO:0009522,,True,True,
297,Injury of heart,EFO:0009506,heart injury,EFO:0009506,Same,EFO:0009506,,True,True,
298,Fractures involving multiple body regions,EFO:0009513,multiple bone fractures,EFO:0009513,Same,EFO:0009513,,True,True,
299,Fracture of upper limb level unspecified,EFO:0009514,upper extremity fracture,EFO:0009514,Same,EFO:0009514,,True,True,
300,Fracture of lower limb level unspecified,EFO:0009512,lower extremity fracture,EFO:0009512,Same,EFO:0009512,,True,True,
301,Other injuries of lower limb level unspecified,EFO:0009508,leg injury,EFO:0009508,Same,EFO:0009508,,True,True,
302,Foreign body in alimentary tract,EFO:0009526,foreign body in gastrointestinal tract,EFO:0009526,Same,EFO:0009526,,True,True,
303,Burns classified according to extent of body surface involved,EFO:0009516,burn,EFO:0009516,Same,EFO:0009516,,True,True,
304,Routine general health check up of defined subpopulation,EFO:0009517,checkup,EFO:0009517,Same,EFO:0009517,,True,True,
305,Contraceptive management,EFO:0009520,contraception,EFO:0009520,Same,EFO:0009520,,True,True,
306,Prophylactic surgery,EFO:0009580,prophylactic surgery,EFO:0009580,Same,EFO:0009580,,True,True,
307,Care involving use of rehabilitation procedures,EFO:0009581,rehabilitation,EFO:0009581,Same,EFO:0009581,,True,True,
308,Disorders of mineral metabolism,EFO:0009556,mineral metabolism disease,EFO:0009556,Same,EFO:0009556,,True,True,
309,Other disorders of cornea,EFO:0009464,corneal disease,EFO:0009464,Same,EFO:0009464,,True,True,
310,uremia,EFO:1001226,uremia,EFO:1002048,More Specific,EFO:1002048,,True,True,
311,Oesophageal varices,EFO:0009545,esophageal varices,EFO:0009545,Same,EFO:0009545,,True,True,
312,Disorders of autonomic nervous system,EFO:0009532,autonomic nervous system disease,EFO:0009532,Same,EFO:0009532,,True,True,
313,marasmus,EFO:1001033,marasmus,EFO:0009563,More Specific,EFO:0009563,,True,True,
314,Inflammatory disease of uterus except cervix,EFO:0009572,uterine inflammatory disease,EFO:0009572,Same,EFO:0009572,,True,True,
315,Disorders of trigeminal nerve,EFO:0009569,trigeminal nerve disease,EFO:0009569,Same,EFO:0009569,,True,True,
316,Pulmonary valve disorders,EFO:0009564,pulmonary valve disease,EFO:0009564,Same,EFO:0009564,,True,True,
317,Other disorders of tympanic membrane,EFO:0009570,tympanic membrane disease,EFO:0009570,Same,EFO:0009570,,True,True,
318,Other diseases of oesophagus,EFO:0009544,esophageal disease,EFO:0009544,Same,EFO:0009544,,True,True,
319,Other inflammation of eyelid,EFO:0009536,blepharitis,EFO:0009536,Same,EFO:0009536,,True,True,
320,Otitis externa,EFO:0009560,otitis externa,EFO:0009560,Same,EFO:0009560,,True,True,
321,Other diseases of biliary tract,EFO:0009534,biliary tract disease,EFO:0009534,Same,EFO:0009534,,True,True,
322,Haemorrhoids,EFO:0009552,hemorrhoid,EFO:0009552,Same,EFO:0009552,,True,True,
323,HIV disease resulting in malignant neoplasms,EFO:0009553,HIV-associated cancer,EFO:0009553,Same,EFO:0009553,,True,True,
324,Anaemia due to enzyme disorders,EFO:0009529,anemia due to enzyme disorder,EFO:0009529,Same,EFO:0009529,,True,True,
325,Other disorders of peritoneum,EFO:0009541,disease of peritoneum,EFO:0009541,Same,EFO:0009541,,True,True,
326,Other headache syndromes,EFO:0009550,headache disorder,EFO:0009550,Same,EFO:0009550,,True,True,
327,Unspecified intestinal parasitism,EFO:0009561,parasitic intestinal disease,EFO:0009561,Same,EFO:0009561,,True,True,
328,Nerve root and plexus disorders,MONDO:0002959,radiculopathy,EFO:0009559,Unrelated,,,True,True,
329,Other diseases of appendix,EFO:0009542,disorder of appendix,EFO:0009542,Same,EFO:0009542,,True,True,
330,Small kidney of unknown cause,EFO:0009471,small kidney,EFO:0009471,Same,EFO:0009471,,True,True,
331,Perforation of tympanic membrane,EFO:0009472,tympanic membrane perforation,EFO:0009472,Same,EFO:0009472,,True,True,
332,Other spirochaetal infections,EFO:0009567,Spirochaetales Infections,EFO:0009567,Same,EFO:0009567,,True,True,
333,Disturbances of smell and taste,EFO:0009543,disturbances of sensation of smell and taste,EFO:0009543,Same,EFO:0009543,,True,True,
334,Other diseases of jaws,EFO:0009468,jaw disease,EFO:0009468,Same,EFO:0009468,,True,True,
335,Diseases of Bartholin s gland,EFO:0009469,Bartholin gland disease,EFO:0009469,Same,EFO:0009469,,True,True,
336,Waist circumference,EFO:0004342,waist circumference,EFO:0004342,Same,EFO:0004342,,True,True,
337,Hip circumference,EFO:0005093,hip circumference,EFO:0005093,Same,EFO:0005093,,True,True,
338,Standing height,EFO:0004339,body height,EFO:0004339,Same,EFO:0004339,,True,True,
339,Sleep duration,EFO:0005271,sleep duration,EFO:0005271,Same,EFO:0005271,,True,True,
340,Morning/evening person (chronotype),EFO:0008328,chronotype measurement,EFO:0008328,Same,EFO:0008328,,True,True,
341,Sleeplessness / insomnia,EFO:0004698,insomnia,EFO:0004698,Same,EFO:0004698,,True,True,
342,Snoring,HP:0025267,Snoring,EFO:0008341,Unrelated,,,True,True,
343,Alcohol intake frequency.,EFO:0004329,alcohol drinking,EFO:0007878,Unrelated,,,True,True,
344,Mood swings,HP:0000712,Emotional lability,HP:0000720,Unrelated,,,True,True,
345,Irritability,HP:0000737,Irritability,HP:0000737,Same,HP:0000737,,True,True,
346,"Loneliness, isolation",EFO:0007865,loneliness measurement,EFO:0007865,Same,EFO:0007865,,True,True,
347,Frequency of tiredness / lethargy in last 2 weeks,EFO:0007946,tiredness measurement,EFO:0007946,Same,EFO:0007946,,True,True,
348,Hearing difficulty/problems with background noise,EFO:0004238,hearing loss,EFO:0004238,Same,EFO:0004238,,True,True,
349,Chest pain or discomfort,HP:0100749,Chest pain,HP:0100749,Same,HP:0100749,,True,True,
350,Relative age voice broke,EFO:0007888,age at voice drop,EFO:0007888,Same,EFO:0007888,,True,True,
351,Age when periods started (menarche),EFO:0004703,age at menarche,EFO:0004703,Same,EFO:0004703,,True,True,
352,Had menopause,EFO:0003922,menopause,EFO:0003922,Same,EFO:0003922,,True,True,
353,Forced vital capacity (FVC),EFO:0004312,vital capacity,EFO:0004312,Same,EFO:0004312,,True,True,
354,Length of menstrual cycle,EFO:0007786,menstrual cycle measurement,EFO:0007786,Same,EFO:0007786,,True,True,
355,Stomach/abdominal pain for 3+ months,HP:0002027,Abdominal pain,EFO:0003766,Unrelated,,,True,True,
356,Gestational diabetes only,EFO:0004593,gestational diabetes,EFO:0004593,Same,EFO:0004593,,True,True,
357,"Diastolic blood pressure, automated reading",EFO:0006336,diastolic blood pressure,EFO:0006336,Same,EFO:0006336,,True,True,
358,"Systolic blood pressure, automated reading",EFO:0006335,systolic blood pressure,EFO:0006335,Same,EFO:0006335,,True,True,
359,Pulse rate,EFO:0004326,heart rate,EFO:0004326,Same,EFO:0004326,,True,True,
360,Maximum heart rate during fitness test,EFO:0009184,heart rate response to exercise,EFO:0009184,Same,EFO:0009184,,True,True,
361,Fluid intelligence score,EFO:0004337,intelligence,EFO:0004337,Same,EFO:0004337,,True,True,
362,Birth weight,EFO:0004344,birth weight,EFO:0004344,Same,EFO:0004344,,True,True,
363,Bipolar disorder status,MONDO:0004985,bipolar disorder,EFO:0000289,Unrelated,,,True,True,
364,Neuroticism score,EFO:0007660,neuroticism measurement,EFO:0007660,Same,EFO:0007660,,True,True,
365,"Forced vital capacity (FVC), Best measure",EFO:0004312,vital capacity,EFO:0004312,Same,EFO:0004312,,True,True,
366,Body mass index (BMI),EFO:0004340,body mass index,EFO:0004340,Same,EFO:0004340,,True,True,
367,Weight,EFO:0004338,body weight,EFO:0004338,Same,EFO:0004338,,True,True,
368,Pulse wave Arterial Stiffness index,EFO:0004517,arterial stiffness measurement,EFO:0004517,Same,EFO:0004517,,True,True,
369,hayfever or allergic rhinitis,EFO:0005854,allergic rhinitis,EFO:0003956,More General,EFO:0003956,,True,True,
370,asthma,MONDO:0004979,asthma,EFO:0000270,Unrelated,,,True,True,
371,emphysema,EFO:0000464,emphysema,EFO:0000464,Same,EFO:0000464,,True,True,
372,chronic bronchitis,EFO:0006505,chronic bronchitis,EFO:0006505,Same,EFO:0006505,,True,True,
373,COPD (chronic obstructive pulmonary disease),EFO:0000341,chronic obstructive pulmonary disease,EFO:0000341,Same,EFO:0000341,,True,True,
374,sarcoidosis,MONDO:0019338,sarcoidosis,Orphanet:797,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
375,bronchiectasis,MONDO:0004822,bronchiectasis,HP:0002110,Unrelated,,,True,True,
376,idiopathic pulmonary fibrosis,EFO:0000768,idiopathic pulmonary fibrosis,EFO:0000768,Same,EFO:0000768,,True,True,
377,tuberculosis,MONDO:0018076,tuberculosis,Orphanet:3389,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
378,Body fat percentage,EFO:0007800,body fat percentage,EFO:0007800,Same,EFO:0007800,,True,True,
379,Whole body fat mass,EFO:0005409,fat body mass,EFO:0005409,Same,EFO:0005409,,True,True,
380,Whole body fat-free mass,EFO:0004995,lean body mass,EFO:0004995,Same,EFO:0004995,,True,True,
381,Basal metabolic rate,EFO:0007777,base metabolic rate measurement,EFO:0007777,Same,EFO:0007777,,True,True,
382,Potassium in urine,EFO:0010952,urinary potassium measurement,HP:0012598,Unrelated,,,True,True,
383,Sodium in urine,EFO:0021522,urinary sodium measurement,HP:0012603,Unrelated,,,True,True,
384,Age at death,EFO:0005056,age at death,EFO:0005056,Same,EFO:0005056,,True,True,
385,cancer of lip/mouth/pharynx/oral cavity,MONDO:0023644,lip and oral cavity carcinoma,EFO:0005570,Unrelated,,,True,True,
386,rectal cancer,EFO:1000657,rectum cancer,EFO:1000657,Same,EFO:1000657,,True,True,
387,lymphoma,EFO:0000574,lymphoma,EFO:0000574,Same,EFO:0000574,,True,True,
388,leukaemia,EFO:0000565,leukemia,EFO:0000565,Same,EFO:0000565,,True,True,
389,multiple myeloma,EFO:0001378,multiple myeloma,EFO:0001378,Same,EFO:0001378,,True,True,
390,hodgkins lymphoma / hodgkins disease,EFO:0000183,Hodgkins lymphoma,EFO:0000183,Same,EFO:0000183,,True,True,
391,non-hodgkins lymphoma,EFO:0005952,non-Hodgkins lymphoma,EFO:0005952,Same,EFO:0005952,,True,True,
392,chronic lymphocytic,EFO:0000095,chronic lymphocytic leukemia,EFO:0000095,Same,EFO:0000095,,True,True,
393,chronic myeloid,EFO:0000339,chronic myelogenous leukemia,EFO:0000339,Same,EFO:0000339,,True,True,
394,malignant melanoma,EFO:0000756,melanoma,EFO:0000756,Same,EFO:0000756,,True,True,
395,basal cell carcinoma,EFO:0004193,basal cell carcinoma,EFO:0004193,Same,EFO:0004193,,True,True,
396,squamous cell carcinoma,EFO:0000707,squamous cell carcinoma,EFO:0000707,Same,EFO:0000707,,True,True,
397,hypertension,EFO:0000537,hypertension,EFO:0000537,Same,EFO:0000537,,True,True,
398,heart/cardiac problem,EFO:0003777,heart disease,EFO:0003777,Same,EFO:0003777,,True,True,
399,peripheral vascular disease,EFO:0003875,peripheral vascular disease,EFO:0003875,Same,EFO:0003875,,True,True,
400,venous thromboembolic disease,EFO:0004286,venous thromboembolism,HP:0004936,Unrelated,,,True,True,
401,essential hypertension,MONDO:0001134,essential hypertension,EFO:1002032,Unrelated,,,True,True,
402,gestational hypertension/pre-eclampsia,MONDO:0024664,"hypertension, pregnancy-induced",EFO:0000668,More General,EFO:0000668,,True,True,
403,angina,EFO:0003913,angina pectoris,EFO:0003913,Same,EFO:0003913,,True,True,
404,heart attack/myocardial infarction,EFO:0000612,myocardial infarction,EFO:0000612,Same,EFO:0000612,,True,True,
405,heart failure/pulmonary odema,EFO:0003144,heart failure,EFO:0003144,Same,EFO:0003144,,True,True,
406,heart arrhythmia,EFO:0004269,cardiac arrhythmia,EFO:0004269,Same,EFO:0004269,,True,True,
407,cardiomyopathy,EFO:0000318,cardiomyopathy,EFO:0000318,Same,EFO:0000318,,True,True,
408,stroke,EFO:0000712,stroke,EFO:0000712,Same,EFO:0000712,,True,True,
409,transient ischaemic attack (tia),EFO:0003764,transient ischemic attack,EFO:0003764,Same,EFO:0003764,,True,True,
410,subdural haemorrhage/haematoma,EFO:1001801,intracranial subdural hematoma,HP:0100309,Unrelated,,,True,True,
411,subarachnoid haemorrhage,EFO:0000713,subarachnoid hemorrhage,EFO:0000713,Same,EFO:0000713,,True,True,
412,leg claudication/ intermittent claudication,EFO:0003876,intermittent vascular claudication,EFO:0003876,Same,EFO:0003876,,True,True,
413,pulmonary embolism +/- dvt,EFO:0003827,pulmonary embolism,EFO:0003827,Same,EFO:0003827,,True,True,
414,deep venous thrombosis (dvt),EFO:0003907,deep vein thrombosis,EFO:0003907,Same,EFO:0003907,,True,True,
415,chronic obstructive airways disease/copd,EFO:0000341,chronic obstructive pulmonary disease,EFO:0000341,Same,EFO:0000341,,True,True,
416,emphysema/chronic bronchitis,,,EFO:0000464,Not Applicable,,,,,No prediction and/or no gold codes to compare.
417,interstitial lung disease,EFO:0004244,interstitial lung disease,EFO:0004244,Same,EFO:0004244,,True,True,
418,asbestosis,EFO:0007153,asbestosis,EFO:0007153,Same,EFO:0007153,,True,True,
419,pulmonary fibrosis,EFO:0009448,pulmonary fibrosis,EFO:0009448,Same,EFO:0009448,,True,True,
420,fibrosing alveolitis/unspecified alveolitis,EFO:0009624,pulmonary alveolitis,EFO:0009624,Same,EFO:0009624,,True,True,
421,sleep apnoea,EFO:0003877,sleep apnea,EFO:0003877,Same,EFO:0003877,,True,True,
422,pleurisy,EFO:1001825,pleurisy,EFO:1001825,Same,EFO:1001825,,True,True,
423,spontaneous pneumothorax/recurrent pneumothorax,HP:0002108,Spontaneous pneumothorax,HP:0002108,Same,HP:0002108,,True,True,
424,gastro-oesophageal reflux (gord) / gastric reflux,EFO:0003948,gastroesophageal reflux disease,EFO:0003948,Same,EFO:0003948,,True,True,
425,gastric/stomach ulcers,EFO:0009454,gastric ulcer,HP:0004398,More Specific,HP:0004398,,True,True,
426,gastritis/gastric erosions,EFO:0000217,gastritis,EFO:0000217,Same,EFO:0000217,,True,True,
427,irritable bowel syndrome,EFO:0000555,irritable bowel syndrome,EFO:0000555,Same,EFO:0000555,,True,True,
428,hepatitis,HP:0012115,Hepatitis,HP:0012115,Same,HP:0012115,,True,True,
429,infective/viral hepatitis,EFO:0004196,viral human hepatitis infection,EFO:0004196,Same,EFO:0004196,,True,True,
430,liver failure/cirrhosis,MONDO:0100192,liver failure,EFO:0001422,Sibling,EFO:0001422,EFO:0001421,True,True,
431,gall bladder disease,EFO:0003832,gallbladder disease,EFO:0003832,Same,EFO:0003832,,True,True,
432,cholecystitis,HP:0001082,Cholecystitis,HP:0001082,Same,HP:0001082,,True,True,
433,pancreatitis,EFO:0000278,pancreatitis,EFO:0000278,Same,EFO:0000278,,True,True,
434,peritonitis,EFO:0008588,peritonitis,EFO:0008588,Same,EFO:0008588,,True,True,
435,gastrointestinal bleeding,HP:0002239,Gastrointestinal hemorrhage,HP:0002239,Same,HP:0002239,,True,True,
436,renal/kidney failure,EFO:1002048,kidney failure,EFO:1002048,Same,EFO:1002048,,True,True,
437,urinary tract infection/kidney infection,EFO:0003103,urinary tract infection,EFO:0003103,Same,EFO:0003103,,True,True,
438,ureteric obstruction/hydronephrosis,EFO:0005562,hydronephrosis,EFO:0005562,Same,EFO:0005562,,True,True,
439,urinary frequency / incontinence,HP:0000020,Urinary incontinence,EFO:0006865,More General,EFO:0006865,,True,True,
440,diabetes,EFO:0000400,diabetes mellitus,EFO:0000400,Same,EFO:0000400,,True,True,
441,gestational diabetes,EFO:0004593,gestational diabetes,EFO:0004593,Same,EFO:0004593,,True,True,
442,type 1 diabetes,MONDO:0005147,type 1 diabetes mellitus,EFO:0001359,Unrelated,,,True,True,
443,type 2 diabetes,MONDO:0005148,type 2 diabetes mellitus,EFO:0001360,Unrelated,,,True,True,
444,parathyroid hyperplasia/adenoma,EFO:0005754,parathyroid disease,EFO:1000457,More General,EFO:1000457,,True,True,
445,pituitary adenoma/tumour,EFO:1000478,Pituitary Gland Adenoma,EFO:1000478,Same,EFO:1000478,,True,True,
446,encephalitis,MONDO:0019956,encephalitis,EFO:0001423,More Specific,EFO:0001423,,True,True,
447,bell's palsy/facial nerve palsy,EFO:0007167,Bell's palsy,EFO:0007167,Same,EFO:0007167,,True,True,
448,peripheral neuropathy,EFO:0003100,peripheral neuropathy,EFO:0003100,Same,EFO:0003100,,True,True,
449,acute infective polyneuritis/guillain-barre syndrome,EFO:0007292,Guillain-Barre syndrome,EFO:0007292,Same,EFO:0007292,,True,True,
450,multiple sclerosis,MONDO:0005301,multiple sclerosis,EFO:0003885,Unrelated,,,True,True,
451,parkinsons disease,MONDO:0005180,Parkinson disease,EFO:0002508,Unrelated,,,True,True,
452,epilepsy,EFO:0000474,epilepsy,EFO:0000474,Same,EFO:0000474,,True,True,
453,migraine,MONDO:0005277,migraine disorder,EFO:0003821,Unrelated,,,True,True,
454,spinal injury,MONDO:0037747,spinal injury,EFO:1001919,Unrelated,,,True,True,
455,eye infection,EFO:1001888,eye infection,EFO:1001888,Same,EFO:1001888,,True,True,
456,retinal problem,EFO:0003839,retinopathy,EFO:0003839,Same,EFO:0003839,,True,True,
457,glaucoma,MONDO:0005041,glaucoma,EFO:0000516,Unrelated,,,True,True,
458,cataract,MONDO:0005129,cataract,EFO:0001059,Unrelated,,,True,True,
459,retinal detachment,EFO:0005773,retinal detachment,EFO:0005773,Same,EFO:0005773,,True,True,
460,schizophrenia,MONDO:0005090,schizophrenia,EFO:0000692,Unrelated,,,True,True,
461,deliberate self-harm/suicide attempt,EFO:0004321,attempted suicide,EFO:0004321,Same,EFO:0004321,,True,True,
462,mania/bipolar disorder/manic depression,MONDO:0004985,bipolar disorder,EFO:0000289,Unrelated,,,True,True,
463,bone disorder,EFO:0004260,bone disease,EFO:0004260,Same,EFO:0004260,,True,True,
464,joint disorder,EFO:1000999,joint disease,EFO:1000999,Same,EFO:1000999,,True,True,
